Headline,Source,Posted,Description,Link
"Tesla recalls 2 million vehicles to limit use of Autopilot feature after nearly 1,000 crashes",AOL,4 days ago,"Tesla is recalling nearly all 2 million of its cars on US roads to limit the use of its Autopilot feature after a review of nearly 1,000 crashes in which the feature was engaged ..."
Tesla recalls 2 million vehicles to fix defective Autopilot monitoring system,FOX 25 Boston,4 days ago,Tesla is recalling more than 2 million vehicles to fix a system that’s supposed to ensure that...
Tesla Stock In Reverse Gear Premarket: What's Going On? - Tesla (NASDAQ:TSLA),Benzinga,4 days ago,"Shares of EV maker Tesla, Inc. TSLA fell in premarket trading on Wednesday, fueled by concerns about the company potentially falling short of its fourth-quarter delivery targets ..."
Tesla Recalls 2 Million Cars Over 'Insufficient' Autopilot Safety Controls | iHeart,iHeartRadio,4 days ago,Tesla is recalling over two million vehicles after an investigation determined that the autopilot...
Tesla Recalls Nearly all Vehicles Sold in U.S.,Government Fleet,4 days ago,Tesla has issued a voluntary recall on more than two million vehicles to update software to fix a system called Autosteer that's meant to ensure drivers...
"Tesla's $50,000 threat to Cybertruck resellers may be back after all",TechCrunch,6 days ago,Tesla's warning to Cybertruck resellers and scalpers appears to be back. An apparent early...
Tesla recalls more than 2 million vehicles over autopilot safety concerns,AOL,4 days ago,"Tesla has recalled more than 2 million vehicles after its autopilot system in a range of models was found to ""not be sufficient to prevent driver misuse"" and could lead to ..."
Tesla could still sue Cybertruck owners if they flip their vehicles too soon,Engadget,5 days ago,Tesla's purchase agreement for the Foundation Series Cybertruck contains the controversial clause...
Tesla explains novel Cybertruck front crumple zone design,Teslarati,4 days ago,"The Tesla Cybertruck is such a different vehicle that during the lead-up to its release, there were..."
Tesla bags incentives worth $153M for Mexico gigafactory,Seeking Alpha,2 days ago,"Tesla (TSLA) will receive incentives worth 2.63B pesos ($152.8M) from the Nuevo Leon government for the construction of its gigafactory in the Mexican state, am"
Tesla issues massive recall of more than 2 million vehicles over autopilot safety concerns,AOL,4 days ago,Tesla is recalling over 2 million of its vehicles after an investigation found its autopilot safety system was “not sufficient to prevent driver misuse.” The recall includes ...
Tesla Recalls 2 Million Vehicles Over Issue With Autopilot: What to Know,CNET,3 days ago,"If you own a Tesla, you're going to want to read this. More than 2 million Tesla vehicles have been..."
Tesla Faces Fine After Worker Gets Stuck In A Model Y,Auto Spies,5 days ago,"Tesla could be fined a total of $38,000 after an employee sustained serious injuries at its Fremont factory earlier this year while working on a Model Y. Documents obtained ..."
"Tesla's Model 3 Hit by Tax Credit Cut: $7,500 Federal Tax Benefits End For Rear-Wheel Drive And...",Benzinga,4 days ago,Tesla Inc‘s TSLA Model 3 rear-wheel drive and long-range variants will not be eligible for federal...
"... Political Polls, Bill Ackman's Presidential Endorsement And More: This Week In Politics - Tesla...",Benzinga,1 hour ago,"Read the full article here. Elon Musk Reacts to Ex-FBI Official’s Sentence Elon Musk, the CEO of ..."
Tesla Autopilot recall in U.S. spreads to Canada,Teslarati,3 days ago,"Tesla’s recall of over two million vehicles in the United States due to a needed fix to Autopilot has now spread to Canada and will affect 193,000 cars..."
Tesla’s Cybertruck Is Here. Some People Are Underwhelmed. - Tech News Briefing - WSJ Podcasts,The Wall Street Journal,5 days ago,"Tesla's long-awaited Cybertruck was intended to break the mold on what a truck could be. Late last month, Tesla finally delivered its Cybertrucks at a launch ..."
Tesla Update: Car Will Now Call 911 On Your Behalf If You Crash,Men's Journal,5 days ago,"Tesla's 2023 Holiday Update is a combination of safety improvements, entertainment features, and..."
Tesla recalling more than 2 million vehicles to fix Autopilot safety problem,CBS News,4 days ago,Tesla is recalling more than 2 million vehicles across its model lineup to fix a defective system...
Tesla recalling 2 million US vehicles over lack of Autopilot safeguards,Colorado Springs Gazette,4 days ago,WASHINGTON (Reuters) -Tesla is recalling just over two million vehicles in the United States fitted...
Tesla Recall Threatens Its Defense in Autopilot Crash Lawsuits,Bloomberg Law,2 days ago,’s biggest vehicle recall ever threatens to hurt the company’s defense in several high-profile lawsuits it faces over crashes linked to Autopilot. Lawyers representing crash victims and family ...
Tesla says California implicitly approved the 'Autopilot' name,Automotive News,6 days ago,"Tesla in a Dec. 5 filing with the state Office of Administrative Hearings, released by the state on Friday, said that the DMV had investigated its use of the Autopilot brand ..."
"Tesla recalls 2 million vehicles over autopilot safety issue, government agency says",ABC13 Houston,4 days ago,"Tesla will recall about 2 million cars over a safety issue tied to its autopilot system, the..."
Tesla to recall more than 2 million vehicles over concerns about Autopilot and drivers' attention,Morningstar,4 days ago,"Tesla Inc.'s stock fell nearly 2% Wednesday, after federal regulators said the electric-vehicle company was recalling more than 2 million vehicles over Autopilot control issues ..."
Tesla’s Autopilot Recall Probably Won’t Fix The Problem: Critics,Jalopnik,3 days ago,Tesla’s decision to recall over 2 million of its vehicles with Autopilot during a federal probe may...
Tesla recalls 2M vehicles over software defect that affects Autopilot monitoring,Axios,4 days ago,Tesla issued a recall covering almost all of the cars it has sold in the U.S. over a software defect...
Tesla Threatens to Sue Cybertruck Resellers Again,iTech Post,5 days ago,Tesla's lawsuit warning against early resellers of Cybertruck seems to be back again after several people noted the same clause in the order agreement...
Tesla recalling 2 million US vehicles over Autopilot safeguards,Colorado Springs Gazette,4 days ago,WASHINGTON (Reuters) -Tesla is recalling just over two million vehicles in the United States to...
Tesla recalls nearly all vehicles sold in U.S. to fix system,News 13 Orlando,4 days ago,"Tesla is recalling nearly all of the vehicles it sold in the U.S., more than 2 million across its..."
Tesla once again threatens to sue Cybertruck scalpers for $50k,Electrek,6 days ago,"Tesla has re-added a clause to its Cybertruck purchase contract, threatening to sue owners who try..."
Tesla recalls nearly all vehicles sold in U.S.,Seattle Times,4 days ago,"Tesla is recalling nearly all vehicles sold in the U.S., more than 2 million, to update software and fix a defective system that’s supposed to ensure..."
Tesla tells early Cybertruck reservation holders to 'prepare for delivery',AOL,6 days ago,Tesla (TSLA) CEO Elon Musk warned the production ramp for its Cybertruck would be painful. Electrek noted several prospective owners posted these updates on the Cybertruck ...
Tesla autopilot recall: Over 2M vehicles need software fix of defective system,FOX 11 News Los Angeles,4 days ago,Tesla is recalling more than 2 million cars due to autopilot safety concerns. DETROIT (AP) - Tesla is recalling more than 2 million vehicles across its ...
Tesla Autopilot recall threatens its own defense in lawsuits over crashes,Automotive News,2 days ago,"Half a dozen lawsuits headed to trial in the next year in Florida, California and Texas allege that Tesla allowed Autopilot to be used on roads for which it wasn’t designed ..."
"Tesla's first 'Foundation Series' Cybertrucks cost $120,000 — and a reintroduced threat against...",Business Insider,4 days ago,"Tesla's ""Foundation Series"" Cybertrucks appear to come with a $50,000 resale fine. The Cybertuck is..."
Tesla recalls nearly all vehicles on US roads over lack of Autopilot safeguards,Reuters via AOL,4 days ago,WASHINGTON (Reuters) -Tesla is recalling over 2 million vehicles in the U.S. to install new...
Tesla's India entry is on shaky grounds again as import duties deal is off the table,Electrek,3 days ago,Tesla’s entry into the Indian market is on shaky grounds again as the government says that a deal on...
Here's why Tesla is facing a 'lower-growth period' in the new year,Morningstar,21 hours ago,"Tesla is facing a ""lower-growth period"" and there's downside risk to its fourth-quarter earnings on lower sales, lower volumes and a Cybertruck that still would be far from ..."
Tesla offers new discounts on electric vehicles with conditions,TheStreet.com,3 days ago,Tesla has been busy working hard to reach its deliveries goal of 1.8 million vehicles in 2023. The...
"Tesla recalls 2 million vehicles to limit use of Autopilot feature after nearly 1,000 crashes",ABC12 Mid-Michigan,4 days ago,Tesla is recalling nearly all 2 million of its cars on U.S. roads to limit the use of its Autopilot...
"Tesla's $50,000 threat to Cybertruck resellers may be back after all",TechCrunch,6 days ago,Tesla’s warning to Cybertruck resellers and scalpers appears to be back. An apparent early...
"Tesla Faces $38,000 Fine After Freemont Worker Gets Stuck In Model Y",Carscoops,6 days ago,"Tesla could be fined a total of $38,000 after an employee sustained serious injuries at its Fremont..."
"Tesla Retail Sales Grow In China For November: A Look At Company's Market Share, Competition - Tesla...",Benzinga,6 days ago,Electric vehicle company Tesla Inc TSLA is one of the many companies competing in the highly...
Tesla Autopilot Recall – What You Need to Know | Entrepreneur,Entrpreneur,4 days ago,Tesla is recalling nearly all 2 million of its vehicles in the U.S. following concerns about the...
Tesla gains ultimate rival as a new EV ‘luxury super-sports sedan’ arrives in driveways: ‘This is a...,The Cool Down via Yahoo News,1 day ago,In its latest effort to muscle in on the Tesla Model S Plaid’s authority in the high-performance...
Tesla’s new Optimus Gen 2 robot.,The Verge,4 days ago,"The latest Tesla Bot is a little bit lighter, walks faster, and balances better with improvements throughout, including in the function of its neck, feet, and hands. But is ..."
Tesla again threatens to sue Cybertruck buyers who try to resell the cars,Ars Technica,6 days ago,Tesla has revived a contract clause that says the electric carmaker could sue Cybertruck buyers for...
Tesla Fatal Crash Investigation,Gloucester Daily Times,2 days ago,"FILE - Kevin Aziz Riad shields his face as he stands in court, Aug. 15, 2023, in Compton, Calif. Aziz Riad, a Tesla driver who pleaded guilty to two..."
Tesla Recalls 2 Million Cars to Fix Autopilot Safety Flaws,Bloomberg via Yahoo Finance,4 days ago,(Bloomberg) -- Tesla Inc. will fix more than 2 million vehicles — its biggest recall ever — after...
Tesla highlights water recycling efforts at its Gigafactory Berlin,Teslarati,4 days ago,"Tesla has faced significant scrutiny over water use at its Gigafactory Berlin over the years, though..."
Tesla Autopilot 'recall' won't make it to the Netherlands,Teslarati,2 days ago,The Autopilot “recall” that Tesla and the NHTSA rolled out earlier this week will not make it to the...
"Tesla Cybertruck customers report $1,000 deposit to confirm orders",Teslarati,4 days ago,Tesla appears to be rolling out an initiative that should help weed out Cybertruck reservation...
Tesla recalls 2 million cars after regulators find that its Autopilot doesn't do enough to stop...,Business Insider,4 days ago,Tesla is recalling more than 2 million cars with an over-the-air software update. A two-year NHTSA...
Tesla bull highlights the worst thing to ever happen to its brand,TheStreet.com,3 days ago,"Here are a few of the biggest issues Tesla's brand is currently facing. A significant factor behind that volatility is its CEO, Elon Musk. A July poll of 7,000 Tesla ..."
Tesla Investor Ross Gerber Asks Why EV Giant Isn't Making 'Any Effort' To Fix Misleading Media...,Benzinga,3 days ago,"Ross Gerber, President and CEO of Gerber Kawasaki Wealth and Investment Management and a Tesla Inc TSLA investor, attributed the alleged misinformation surrounding the EV ..."
Tesla apparent lower import tariffs in India opposed by German auto: report,Teslarati,6 days ago,"Tesla has been trying to enter India for several years now, but despite making progress in the past,..."
Tesla Recalls Nearly All Vehicles on US Roads Over Lack of Autopilot Safeguards,US News & World Report,4 days ago,"WASHINGTON (Reuters) -Tesla is recalling over 2 million vehicles in the U.S. to install new safeguards in its Autopilot advanced driver-assistance system, after a federal ..."
Tesla will recall two million vehicles over Autopilot safety worries,Semafor via Yahoo News,4 days ago,Semafor Signals NEWS Tesla is set to recall more than two million vehicles after a multiyear...
Dow Jones Futures: What To Do As Market Runs Hot; Six Magnificent Seven Stocks In Buy Range,Investor's Business Daily,31 minutes ago,"The Magnificent Seven were relative laggards overall, but don't count them out. Many have been..."
"Tesla to lose $7,500 consumer tax credits for some Model 3 vehicles",Reuters,4 days ago,"Tesla's (TSLA.O) Model 3 Rear-Wheel Drive and Long Range vehicles will lose an up to $7,500 federal..."
"Tesla Shares Hardly Damaged Despite Recall: Full Self-Driving Is Elon Musk's 'Holy Grail,' Analyst...",Benzinga,4 days ago,Tesla TLSA issued a recall of more than 2 million vehicles as part of a software update that will...
Tesla Model 3 Comes In Dead Last In German Reliability Rankings,Auto Spies,5 days ago,"Tesla chooses not to take part in JD Power surveys in the U.S. so it’s not easy to compare the reliability of its cars to those of its rivals. A TÜV test, as it’s colloquially ..."
Tesla fails to avoid PR disaster as stock price drops following autopilot issue,The Forex Market,4 days ago,Tesla has thus far failed to avoid a PR disaster which has impacted share price as a result of a...
Tesla Recalls More Than 2 Million Cars In U.S. To Fix Autopilot Flaw,Forbes,4 days ago,Tesla has recalled more than 2 million vehicles—nearly all the cars it has sold in the U.S. to...
Tesla moves closer to converting Chatsworth movie theater into a delivery hub,Los Angeles Daily News,4 days ago,Tesla is one step closer to opening a sprawling delivery hub and service center in Chatsworth. Tesla...
Tesla app leak reveals new ‘Beast Mode’ feature of newly released Cybertruck: ‘This looks amazing’,The Cool Down via Yahoo News,5 days ago,"After numerous delays and complications, Tesla finally delivered its first round of Cybertrucks to..."
"Tesla says it is 'morally obligated' to continue improving Autopilot, reiterates safety claims",Reuters,5 days ago,"U.S. automaker Tesla Inc (TSLA.O) on Monday said it has a ""moral obligation"" to continue improving its Autopilot driver assistant system and make it available to more consumers ..."
"Tesla unveils its latest humanoid robot, Optimus Gen 2, in demo video",Ars Technica,4 days ago,"On Tuesday, Tesla released a demo video showing the latest version of its prototype humanoid robot,..."
Tesla Looks To Hire An Affairs Specialist After Nordic Unions Band Together In Massive Strike,Auto Spies,2 days ago,"It appears that Tesla is looking to strengthen its legal team in Sweden, with the company posting a job opening for a government affairs specialist for the Nordic region."
Tesla claims California false-advertising law violates First Amendment,Ars Technica,5 days ago,Tesla is trying to use a free speech argument to defeat a complaint that it falsely advertised...
Tesla recalling nearly all of its vehicles sold in the US to fix Autopilot defect,NBC 17 Raleigh,4 days ago,Tesla has announced it will recall more than 2 million vehicles across its model line-up to fix a...
Tesla recalls more than 2M cars to make Autopilot safer,The Car Connection,4 days ago,Tesla has recalled nearly all the cars it sells in the U.S. to make its Autopilot hands-free driving...
It’s the Magnificent Seven’s Market. The Other Stocks Are Just Living in It.,The Wall Street Journal,40 minutes ago,"Apple, Microsoft, Alphabet, Amazon, Nvidia, Tesla and Meta have collectively jumped 75% in 2023,..."
Tesla says more than 2 million vehicles need a software update to fix a defective Autopilot driver...,KAAL Austin,4 days ago,Tesla says more than 2 million vehicles need a software update to fix a defective Autopilot driver monitoring system.
Tesla Autopilot Recall,Gloucester Daily Times,4 days ago,"FILE - The Tesla company logo shines off the rear deck of an unsold 2020 Model X at a Tesla dealership, April 26, 2020, in Littleton, Colo. Tesla is..."
Tesla recalls 2 million vehicles over Autopilot defect,Houston Chronicle,4 days ago,Heaps of Tesla vehicles are being recalled to correct a system that was built to make sure drivers...
Tesla recalls nearly all vehicles sold in US to fix system that monitors drivers using Autopilot,WPTV West Palm Beach,4 days ago,"Tesla is recalling nearly all vehicles sold in the U.S., more than 2 million, to update software and fix a defective system that's supposed to ensure drivers are paying attention ..."
Tesla recalls 2 million vehicles over crash fears,Daily Telegraph,4 days ago,"The agency said that Tesla had not agreed with its analysis that the Autopilot system was not preventing misuse, but had agreed to the update to resolve..."
"Tesla announces it will lose entire $7,500 tax credit on base Model 3 trims",Electrek,4 days ago,"Tesla announced today that it will lose the entire $7,500 federal tax credit on Model 3 RWD and Long..."
Tesla recalls nearly all vehicles sold in US to fix system that monitors drivers using Autopilot -...,WDEF Chattanooga,4 days ago,"Tesla is recalling nearly all vehicles sold in the U.S., more than 2 million, to update software and fix a defective system that’s supposed to ensure drivers are paying attention ..."
Tesla to recall more than 2 million vehicles due to issues with autopilot control,Morningstar,4 days ago,"Tesla Inc.'s stock (TSLA) fell 1.1% premarket Wednesday, after the National Highway Traffic Safety Administration (NHTSA) said the electric vehicle company was recalling more ..."
Tesla Critics Say the Autopilot Recall Fixes Don’t Go Far Enough,Bloomberg,4 days ago,Tesla Inc.’s decision to fix more than 2 million vehicles’ Autopilot systems in the midst of federal...
Tesla's latest Optimus robot can handle an egg without breaking it,Engadget,4 days ago,"Tesla has offered a look at the latest version of its humanoid Optimus robot. In a new video, the..."
Tesla’s futuristic ‘solar roof’ could help you save $350 a month — and it could boost your home’s...,The Cool Down via Yahoo News,1 day ago,Solar panels on roofs are becoming a popular option for homeowners looking to save money on their...
"Tesla should reconsider labour union relations, Nordic investors say",Reuters,3 days ago,Nordic institutional investors said in a letter to Tesla on Thursday they were deeply concerned by...
Tesla recalls every car with Autopilot as feds say it’s too easily misused,Ars Technica,4 days ago,"More than 2 million Tesla electric vehicles are subject to a new safety recall today. At one time, ..."
Tesla Just Recalled 2 Million Vehicles. What That Means for TSLA Stock.,InvestorPlace,4 days ago,Shares of Tesla (NASDAQ:TSLA) stock are in the red after the electric vehicle (EV) company announced...
Tesla files recall on 2 million vehicles to fix autopilot software,Digital Journal,4 days ago,Electric car maker Tesla has initiated a recall of over two million vehicles in the United States...
Tesla to be asked by Nordic pension funds to respect collective bargaining By Reuters,Investing.com,6 days ago,Tesla to be asked by Nordic pension funds to respect collective bargaining
Tesla says more than 2 million vehicles need a software update to fix a defective Autopilot driver...,ABC News,4 days ago,Tesla says more than 2 million vehicles need a software update to fix a defective Autopilot driver monitoring system
Tesla recalls 2 million cars to fix Autopilot safety flaws,Honolulu Star-Advertiser,4 days ago,"DETROIT >> Tesla is recalling nearly all vehicles sold in the U.S., more than 2 million, to update..."
Tesla Recalls Nearly Every Car It’s Built in the US for Autopilot Safety Issues,THE DRIVE via Yahoo News,4 days ago,Tesla Every car equipped with a steering-assist system has several safety measures to prevent...
Tesla’s EV Recall Is Bad for Its Robocar Rivals,Bloomberg,4 days ago,"Unless you are Tesla Inc. In which case, it is more of a problem for your competitors. Tesla just filed a recall report with the National Highway Traffic..."
Tesla recalls 2 million vehicles,KAMR Amarillo,2 days ago,"Temple, TX (FOX 44) — More than two-million Tesla vehicles are being recalled over autopilot safety concerns. The recall covers nearly all of the..."
Tesla recall: 2 million vehicles to receive software update as autopilot deemed insufficient,Gannett via AOL,4 days ago,The National Highway Traffic Safety Administration announced a recall of more than 2 million Tesla...
Tesla to update software for Autopilot control issue in 2 million vehicles – NHTSA,KFGO,4 days ago,(Reuters) -Tesla will roll out an over-the-air update to 2.03 million vehicles to fix an Autopilot...
Tesla recalls nearly all vehicles sold in U.S. to fix Autopilot system,Bluffton News-Banner,3 days ago,Home State & National News Tesla recalls nearly all vehicles sold in U.S. to fix Autopilot system Tesla recalls nearly all vehicles sold in U.S. to fix ...
Tesla recalls nearly all vehicles sold in US to fix system that monitors drivers using Autopilot,The Buffalo News,4 days ago,"Tesla is recalling nearly all vehicles sold in the U.S., more than 2 million, to fix a defective..."
Tesla Recalls 2 Million Cars With Self-Driving Feature Over High-Risk Software Flaw,Rolling Stone,4 days ago,Two million Tesla vehicles have been recalled following a two-year investigation by the National...
Tesla bull highlights the worst thing to ever happen to its brand,TheStreet.com,3 days ago,"A significant factor behind that volatility is its CEO, Elon Musk. A July poll of 7,000 Tesla Model..."
Tesla to be asked by Nordic pension funds to respect collective bargaining,Reuters,6 days ago,U.S. carmaker Tesla Inc (TSLA.O) will be urged to respect collective bargaining for its employees in...
"Selective Wealth Management Inc. Cuts Stock Holdings in Tesla, Inc. (NASDAQ:TSLA)",ETF DAILY NEWS,17 hours ago,"Selective Wealth Management Inc. reduced its position in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 47.4% in the 3rd quarter, according to its most recent disclosure ..."
"Tesla to lose $7,500 consumer tax credits for some Model 3 vehicles",KFGO,4 days ago,"(Reuters) - Tesla's Model 3 Rear-Wheel Drive and Long Range vehicles will lose an up to $7,500..."
"Tesla, Inc. (NASDAQ:TSLA) Shares Acquired by Osaic Holdings Inc.",ETF DAILY NEWS,4 days ago,"Osaic Holdings Inc. lifted its position in Tesla, Inc. (NASDAQ:TSLA – Free Report) by 3.1% in the 2nd quarter, according to the company in its most recent filing with the ..."
A Tesla Driver to Pay $23K in Restitution for a 2019 Los Angeles Crash That Killed 2 People,US News & World Report,2 days ago,"A Tesla driver will pay more than $23,000 in restitution for the deaths of two people during a 2019 car crash in a Los Angeles suburb, a decision announced the same day that ..."
Tesla recalls nearly all vehicles sold in U.S. to fix system linked to Autopilot,Los Angeles Times,4 days ago,Tesla is recalling nearly all of the vehicles it sold in the U.S. — more than 2 million across its...
Tesla Cybertruck's Claimed Drag Coefficient Of 0.34 Put To The Test,InsideEVs,3 days ago,"The Tesla Cybertruck may look like it landed from another planet, but its design has another big..."
"Tesla’s Cybertruck Is Big Deal, but an Affordable EV Is Even Bigger",Inverse,5 days ago,"With how ambitious Tesla’s Cybertruck was, it’s clear that it’s not the EV for everyone. Instead,..."
Tesla recalls nearly all US vehicles over autopilot system defects,Al Jazeera,4 days ago,"Tesla is recalling more than two million cars in the United States, nearly all of its vehicles sold there, after a federal regulator said defects with the autopilot system ..."
Tesla's response to the DMV's false-advertising allegations: What took so long?,The Santa Rosa Press Democrat,6 days ago,"Seven years after Tesla released the automated driving feature it calls Full Self-Driving, and two-and-a-half years after opening an investigation into it, the California ..."
Tesla’s Nordic Dispute Sparks Angry Letter From Money Managers,Bloomberg via Yahoo Finance,3 days ago,(Bloomberg) -- Tesla Inc.’s showdown with trade unions across the Nordic region is threatening to...
Tesla recall affects millions of cars but there could be an easy fix,T3 via Yahoo News,4 days ago,"Tesla Model S Plaid. Tesla has recalled all car models released in the US for almost a decade, after..."
"Tesla Requests $1,000 'Early Access Deposit' To Confirm Cybertruck Orders",InsideEVs,3 days ago,"More than 1 million people paid $100 each to reserve a Tesla Cybertruck, CEO Elon Musk announced on..."
"Tesla Model 3 RWD, Long Range Will Lose the Entire EV Tax Credit In 2024",InsideEVs,4 days ago,"Buyers of Tesla’s most affordable model, the Model 3 sedan, will no longer be eligible for the $7,500 U.S. electric vehicle tax credit starting next year, at least when it ..."
"Tesla Cybertruck Shows Questionable Off-Road Abilities, Gets Rescued by Ford Super Duty",THE DRIVE via Yahoo News,4 days ago,"Tesla Cybertruck Shows Questionable Off-Road Abilities, Gets Rescued by Ford Super Duty photo The ..."
The business issues that got pushed aside during Washington’s year of dysfunction,Yahoo Finance,10 minutes ago,Lawmakers often head home at the end of the year with a long to-do list left undone. But in 2023...
"Tesla's first 'Foundation Series' Cybertrucks cost $120,000 — and a reintroduced threat against...",Business Insider via Yahoo News,4 days ago,"The Telsa CybertruckRobyn Beck / AFP Tesla's ""Foundation Series"" Cybertrucks appear to come with a..."
Compare Tesla Solar vs. Momentum Solar (2023),Market Watch,2 days ago,"Overall, Tesla Solar beats Momentum when it comes to customer reviews and experience. Tesla Energy has an A+ rating with the BBB, but a limited number of..."
Tesla lower as NHTSA orders Autopilot recall on 2 million vehicles,TheStreet.com,4 days ago,"The regulator, which been looking into Tesla Autopilot safety issues for more than two years, has..."
"Tesla’s humanoid robot is now 30% faster, 22 pounds lighter",The Cointelegraph,4 days ago,"Elon Musk, the CEO of Tesla and executive chair of X (formerly Twitter), has revealed a new..."
Tesla recalls 2 million cars with 'insufficient' Autopilot safety controls,Washington Post via Yahoo Finance,3 days ago,"Federal safety regulators announced the largest recall in Tesla's 20-year history on Wednesday, as..."
"Tesla to lose $7,500 consumer tax credits for some Model 3 vehicles",Reuters via Yahoo Finance,4 days ago,"Tesla's Model 3 Rear-Wheel Drive and Long Range vehicles will lose an up to $7,500 federal tax..."
Tesla recalls nearly all vehicles sold in U.S. to fix Autopilot monitoring system - Indianapolis...,Indianapolis Business Journal,4 days ago,"Tesla is recalling nearly all vehicles sold in the United States, more than 2 million, to update..."
"Tesla China Registrations Fall But EV Giant Is On Pace For Record Sales, Announces Model Y Sold Out",Investor's Business Daily,5 days ago,Tesla vehicle insurance registrations in China declined more than 10% sequentially last week as the...
"After viral video shows ‘built for any planet’ Cybertruck struggling on hill, Forest Service makes ...",Fortune via AOL,14 hours ago,Elon Musk touted the Tesla Cybertruck as the perfect vehicle for an apocalypse at a launch event in...
Tesla recalls nearly all vehicles sold in US to fix system that monitors drivers using Autopilot,KIRO 7 Seattle-Tacoma,3 days ago,"DETROIT — (AP) — Tesla is recalling nearly all vehicles sold in the U.S., more than 2 million, to..."
Tesla Cybertruck's massive windshield wiper reportedly costs $165 to replace,Mashable,2 days ago,The initial batch of customers eventually acquired the Tesla Cybertruck by the conclusion of...
Tesla recalls nearly all vehicles sold in US to fix system that monitors drivers using Autopilot,Odessa American,4 days ago,"DETROIT Tesla is recalling nearly all vehicles sold in the U.S., more than 2 million, to update..."
Tesla recalls over 2 mn cars in US over Autopilot defect,Investing.com,3 days ago,"San Francisco, Dec 14 (IANS) Elon Musk-run Tesla (NASDAQ: TSLA ) is recalling more than 2 million..."
"Tesla announces some Model 3 EVs will lose $7,500 tax credit",Investing.com,4 days ago,"Electric automaker, Tesla (NASDAQ: TSLA ) revealed on their website late Tuesday that the company’s..."
Tesla unveils humanoid robot that can pick up an egg without breaking it,Daily Telegraph,4 days ago,A previous update from September showed Tesla’s earlier Optimus robot sorting objects of different...
Tesla to Be Asked by Nordic Pension Funds to Respect Collective Bargaining,US News & World Report,6 days ago,COPENHAGEN (Reuters) -U.S. carmaker Tesla Inc will be urged to respect collective bargaining for its employees in the Nordic region in a joint letter to be sent by a group ...
Tesla Recalls Almost Every Vehicle Sold in the U.S. Due to Safety Flaws in Autopilot Feature,MEN'S JOURNAL via Yahoo News,4 days ago,"Tesla is recalling almost all of its autos sold in the United States, numbering nearly two million..."
Tesla recalls over 2M vehicles to address Autopilot issues,Seeking Alpha,4 days ago,"Tesla recalls over 2 million vehicles due to inadequate driver-engagement system, following investigation by NHTSA. Read more."
Tesla recalls over 2 million vehicles to fix defective system that monitors drivers using Autopilot,FOX30 / CBS47 Jacksonville,4 days ago,DETROIT — (AP) — Tesla is recalling more than 2 million vehicles across its model lineup to fix a...
How the Tesla recall is affecting a Lynchburg business | WSET,ABC 13 Lynchburg,14 hours ago,"According to the Associated Press, ""Tesla is recalling nearly all vehicles sold in the U.S., more..."
Why European Teslas Escape Autopilot Recall,Carscoops,2 days ago,"The mammoth Tesla recall announced earlier this week affecting over 2 million EVs in the U.S. has left Model 3, Y, S and X drivers in other parts of the..."
Tesla recalls all of its over 2 million US vehicles due to autopilot flaws,TechSpot,4 days ago,"Multiple controversies have emerged regarding the self-driving features in Tesla vehicles throughout 2023, but the latest recall is the most far-reaching. Although it affects ..."
Tesla recalling 2 million U.S. vehicles over Autopilot safeguards,New Hampshire Union Leader,4 days ago,WASHINGTON - Tesla is recalling just over two million vehicles in the United States fitted with its...
Tesla recalls over 2 million vehicles to fix defective system that monitors drivers using Autopilot,KSAN - KLST San Angelo,4 days ago,DETROIT (AP) — Tesla is recalling more than 2 million vehicles across its model lineup to fix a...
Tesla's response to the DMV's false-advertising allegations: What took so long?,Los Angeles Times,6 days ago,"Seven years after Tesla released the automated driving feature it calls Full Self-Driving, the California Department of Motor Vehicles is pressing accusations of false advertising ..."
Tesla recalls nearly all vehicles sold in US to fix system that monitors drivers using Autopilot,WRIC 8 News Richmond,4 days ago,"DETROIT (AP) — Tesla is recalling nearly all vehicles sold in the U.S., more than 2 million, to..."
Tesla Approved For $7500 Tax Credit On Fictional Cybertruck Model,Auto Spies,6 days ago,"The recently launched Tesla Cybertruck has been officially approved for the $7,500 federal tax credit in 2023. According to the U.S. Department of Energy info, based on the ..."
"Tesla, Inc. (NASDAQ:TSLA) Shares Purchased by Rappaport Reiches Capital Management LLC",ETF DAILY NEWS,4 days ago,"Rappaport Reiches Capital Management LLC increased its stake in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 4.1% in the 2nd quarter, according to the company in its ..."
"Zacks Investment Ideas feature highlights: Tesla, Apple and Rivian",Zacks via Yahoo Finance,2 days ago,"For Immediate Release Chicago, IL – December 15, 2023 – Today, Zacks Investment Ideas feature..."
"Tesla was running on Autopilot moments before tractor-trailer crash, Virginia sheriff’s office says",The Washington Times,5 days ago,Virginia authorities have determined that a Tesla was operating on its Autopilot system and was...
Can Tesla Stock Reach $300 in 2024?,Motley Fool via Yahoo Finance,4 days ago,"Tesla (NASDAQ: TSLA) has been one of the hottest stocks to own over the past five years, but it has taken shareholders on quite a roller-coaster ride..."
Tesla Faces Major Setback in India as Elon Musk's Plans Hit Government Roadblock - EconoTimes,EconoTimes,2 days ago,"The federal government has officially said that it is not contemplating any proposal to offer subsidies or exemptions for the import of electric vehicles into the nation, dealing a severe blow ..."
